News,Price_Direction_Up,Price_Direction_Constant,Price_Direction_Down,Asset_Comparision,Past_Information,Future_Information,Price_Sentiment,label_num
"gold inches down, ends week with 3.4% loss",0,0,1,0,1,0,negative,1
dec gold climbs $2.80 to $433.30/oz in ny,1,0,0,0,1,0,positive,2
Gold prices settle lower after two-session gain,0,0,1,0,1,0,negative,1
Gold prices sink nearly 8% in November for worst monthly loss in 2016,0,0,1,0,1,0,negative,1
"Gain seen in gold prices in Mumbai, Delhi market",1,0,0,0,1,0,positive,2
the spx/gold ratio,0,0,0,0,1,0,none,3
"Gold prices end the session lower, but tally a gain for the first half of the year",1,0,1,0,1,0,positive,2
"Dec. gold gains $8.20, or 0.6%, to settle at $1,330.40/oz",1,0,0,0,1,0,positive,2
"oil trades below $73, gold reverses after bernanke",0,1,0,1,1,0,neutral,0
Gold prices log lowest settlement since early August,0,0,1,0,1,0,negative,1
buy gold on dips; may test rs 33250: nirmal bang,0,0,0,0,1,0,none,3
Gold extends its streak of gains to four sessions by a hair,1,0,0,0,1,0,positive,2
"gold, silver and oil markets hope for better year",0,0,0,1,0,1,none,3
gold gains as dollar rally takes a breather,1,0,0,1,1,0,positive,2
"Gold prices up in Asia as Fed holds steady, eyes on Eurogroup ahead",1,0,0,0,1,0,positive,2
spot gold quoted at $404.10 in asia,1,0,0,0,1,0,positive,2
"gold rises to rs 22,570, silver to rs 54,700 on global cues",1,0,0,1,1,0,positive,2
gold slightly lower as investors await fed,0,0,1,0,1,0,negative,1
gold trades higher as dollar eases,1,0,0,1,1,0,positive,2
gold climbs to 9.5 month high as north korea tensions escalate,1,0,0,0,1,0,positive,2
commodities - gold prices bounce back on softer dollar ahead of fed,1,0,0,1,1,0,positive,2
"gold ends higher, posts best settlement price since july",1,0,0,0,1,0,positive,2
Gold prices to trade higher today: Angel Commodities,1,0,0,0,0,1,positive,2
"Gold futures up at Rs 30,226/10 gm",1,0,0,0,1,0,positive,2
correct: gold futures settle at lowest level in more than 4 weeks,0,0,1,0,1,0,negative,1
"gold to hover around rs 16,000 this week",0,1,0,0,1,0,neutral,0
gold futures up over $3 an ounce in afternoon dealings,1,0,0,0,1,0,positive,2
"gold prices down 9 sessions, lose 2% for the week",0,0,1,0,1,0,negative,1
"feb. gold rises $3.40 to $1,087.90/oz on globex",1,0,0,0,1,0,positive,2
"gold settles back under $1,300 an ounce",0,0,1,0,1,0,negative,1
philly gold and silver index falls 2.7% to end at 91.76,0,0,1,1,1,0,negative,1
Gold extends gains as Fed minutes reveal weak pricing concerns,1,0,0,0,1,0,positive,2
"oil turns lower, gold holds gain after jobs",1,0,0,1,1,0,positive,2
"Dec. gold at $1,190.30/oz in electronic trading, up from $1,189.30 settlement",1,0,0,0,1,0,positive,2
"aug. gold up $58 at $1,622.20 after $1,623.20 high",1,0,0,0,1,0,positive,2
"Dec. gold gains $3, or 0.2%, to $1,314.40/oz",1,0,0,0,1,0,positive,2
"gold, silver rise on wedding season demand",1,0,0,1,1,0,positive,2
"dec gold closes at $420.80/oz, down $7.40",0,0,1,0,1,0,negative,1
"philadelphia gold/silver index ends at 99.96, up 0.5% on day",1,0,0,1,1,0,positive,2
"Dec. gold settles at $1,317.80/oz, up $7.60, or 0.6%",1,0,0,0,1,0,positive,2
gold ends floor trade up $9.8 at $1191.7 an ounce,1,0,0,0,1,0,positive,2
"gold plunges rs 350 on weak global cues, low local demand",0,0,1,0,1,0,negative,1
"gold futures trade near session's low of $1,701.20",0,0,1,0,1,0,negative,1
love for yellow metal? we need of spot gold exchanges in the country,0,0,0,0,1,0,none,3
charts : gold: bearish bias while price contained below $1215,0,0,1,0,1,0,negative,1
"Gold holds lower after jobless-claims report, other data",0,0,1,0,1,0,negative,1
gold futures rise above $900 as dollar falls,1,0,0,1,1,0,positive,2
5 signs before gold takes off,0,0,0,0,0,1,none,3
"Gold plunges to Rs 28,780; silver slumps below Rs 37,000-mark",0,0,1,1,1,0,negative,1
gold stays lower after fed's beige book,0,0,1,0,1,0,negative,1
Gold futures score two-week highs even as dollar extends climb,1,0,0,1,1,0,positive,2
gold prices edge closer to $450,1,0,0,0,1,0,positive,2
"Commodity outlook: Oil prices likely to trend lower; key support for gold around Rs 31,300, silver at Rs 40,600",0,0,1,1,1,0,negative,1
mcx goldpetal oct contract up marginally,1,0,0,0,1,0,positive,2
gold prices move slightly higher as u.s. stocks trade broadly lower,1,0,0,0,1,0,positive,2
gold etf rises to all-time high,1,0,0,0,1,0,positive,2
"fed minutes weigh on stocks, gold while boosting treasurys, dollar",0,0,1,1,1,0,negative,1
gold prices may fall as fed commentary boosts the us dollar,0,0,1,1,1,0,negative,1
Gold goes up Rs 86 on positive global cues,1,0,0,0,1,0,positive,2
Gold pulls back as private-sector hiring data up prospects for higher interest rates,1,0,0,0,1,0,positive,2
"Gold holds onto gains from Iraq concerns, Fed language",1,0,0,0,1,0,positive,2
"dec gold closes at $473.20, highest since late 1987",1,0,0,0,1,0,positive,2
"Gold prices soften on lacklustre demand, global cues",0,0,1,0,1,0,negative,1
"us mint : sales of us mint american eagle gold, silver coins fall in march",0,0,0,1,1,0,none,3
gold rebounds from jobs-inspired slide,1,0,0,0,1,0,positive,2
gold's recent slump bewilders investors,0,0,1,0,1,0,negative,1
"Dec. gold loses $4.90, or 0.4%, to settle at $1,303.30/oz",0,0,1,0,1,0,negative,1
"gold prices look to fate of us tax cuts for direction, yellen to speak",0,0,0,0,1,0,none,3
canadian stocks eke out gains as gold miners rebound,0,0,0,0,1,0,none,3
gold rate per gram: check out current gold price per gram,0,0,0,0,1,0,none,3
Gold prices under pressure; here's what investors should do,0,0,1,0,1,0,negative,1
gold prices fall on firmer dollar,0,0,1,1,1,0,negative,1
india gold demand improves slightly after prices drop,0,0,1,0,1,0,negative,1
gold settles higher amid broad commodity rally,1,0,0,1,1,0,positive,2
"silver, gold rally to highest level since 2014",1,0,0,1,1,0,positive,2
"gold pushes above $1,300 as dollar eases ahead of ecb policy update",1,0,0,1,1,0,positive,2
"gold wipes off losses, trading marginally higher in early trade",0,0,1,0,1,0,negative,1
is gold about to make a run to new highs?,0,0,0,0,0,1,none,3
"june gold down $3.20, or 0.2%, to end at $1,305.90/oz",0,0,1,0,1,0,negative,1
"april gold falls 20 cents to $1,123.80/oz on globe",0,0,1,0,1,0,negative,1
"gold settles lower, extends loss after fed beige book",0,0,1,0,1,0,negative,1
"Gold import may cross 1,000-tonne mark this year: Analysts",0,0,0,0,1,0,none,3
gold futures log highest settlement since mid-july on comex,1,0,0,0,1,0,positive,2
gold climbs to one-week high,1,0,0,0,1,0,positive,2
"August gold edges slightly higher at $1,271.50/oz, up 0.1%",1,0,0,0,1,0,positive,2
Commodities@Moneycontrol: Gold prices near highest since August 2016,1,0,0,0,1,0,positive,2
"gold shines, silver fades",1,0,0,1,1,0,positive,2
"gold futures end lower, as u.s. dollar rises vs. rivals",0,0,1,1,1,0,negative,1
gold rate today: gold trades lower in morning deals; silver up,0,0,1,1,1,0,negative,1
"Gold, silver spurt on festive offtake, global cues",1,0,0,1,1,0,positive,2
gold prices gain in asia as support continues despite fed hike views,1,0,0,0,1,0,positive,2
"gold, oil hold on to losses after consumer data",0,0,1,1,1,0,negative,1
"December gold rises 1% at $1,265.10",1,0,0,0,1,0,positive,2
"Dec. gold gains $1.30, or 0.1%, for the session to finish at $1,325.90/oz",1,0,0,0,1,0,positive,2
gold climbs as europe woes spur demand,1,0,0,0,1,0,positive,2
"changes in duties on gold, silver to be announced today",0,0,0,1,1,0,none,3
gold gains on investment buying,1,0,0,0,1,0,positive,2
gold: where to draw the line in the sand after jobs data,0,0,0,0,1,0,none,3
"august gold closes at $655.40/oz, down $3.80 in ny",0,0,1,0,1,0,negative,1
"December gold down $4.90, or 0.4%, at $1,306.50/oz.",0,0,1,0,1,0,negative,1
"Gold futures suffer first loss in 3 sessions, but keep grip on $1,300",0,0,1,0,1,0,negative,1
Gold ends at 3-month high as dollar wobbles,1,0,0,1,1,0,positive,2
Third tranche of gold bond scheme coming soon: Shaktikanta Das,0,0,0,0,1,0,none,3
"dec. gold up $12.50, or 2.1%, to close at $619.30/oz",1,0,0,0,1,0,positive,2
"Dec. gold climbs $4, or 0.3%, to settle at $1,282.90/oz",1,0,0,0,1,0,positive,2
"australian shares edge up, boosted by gold miners",1,0,0,0,1,0,positive,2
the shining truth: gold price isn't made in india,0,0,0,0,1,0,none,3
"gold glitters, but there're few takers",1,0,0,0,1,0,positive,2
gold may slip to rs 26500: nirmal bang,0,0,1,0,1,0,negative,1
"Gold slips to Rs 30,560 on muted demand, weak global cues ",0,0,1,0,1,0,negative,1
gold futures up $3.40 at $653 an ounce,1,0,0,0,1,0,positive,2
Gold Prices Push Lower on Dollar Strength,0,0,1,1,1,0,negative,1
"gold futures drop $16 to settle at $1,713.80",0,0,1,0,1,0,negative,1
"feb. gold gains $16, or 1.4%, to settle at a $1,181.30/oz",1,0,0,0,1,0,positive,2
"Gold holds losses on rate hike views, trade worries",0,0,1,0,1,0,negative,1
"April gold settles at $1,249.70/oz, up $3.20, or 0.3%",1,0,0,0,1,0,positive,2
"gold futures down $10.70 at $1,590.40 an ounce",0,0,1,0,1,0,negative,1
"Silver drops to Rs 41,400 per kg; gold steady at Rs 30,850",0,0,1,1,1,0,negative,1
dollar plunge propels gold stocks,1,0,0,1,1,0,positive,2
charts : gold enters decisive zone amid growing geopolitics while on downward trend,0,0,1,0,0,1,negative,1
"short gold, silver on rally, says karvy commodities broking",1,0,0,1,1,0,positive,2
"Gold holds on to overnight gains as stocks, dollar retreat",1,1,0,1,1,0,positive,2
"dec gold closes near a two-week high, up $5.20 at $467.50/oz",1,0,0,0,1,0,positive,2
4 reasons gold is poised for a comeback,1,0,0,0,0,1,positive,2
"govt raises import tariff value of gold, silver",0,0,0,1,1,0,none,3
"gold, silver settle at multi-week lows",0,0,1,1,1,0,negative,1
gold prices hover at 2-week lows on dollar strength,0,1,0,1,1,0,neutral,0
gold closes at 7-week low as dollar continues higher,0,0,1,1,1,0,negative,1
"gold notches back-to-back gain amid pullback in dollar, bond yields",1,0,0,1,1,0,positive,2
Gold settles lower after posting gains over the last two sessions,0,0,1,0,1,0,negative,1
"gold ends 1.4% higher on china exports, weak dollar",1,0,0,1,1,0,positive,2
Gold futures end with a gain of 0.7% for the week,1,0,0,0,1,0,positive,2
"3 trades: avoid bonds, sell gold, buy blue chips",0,0,0,0,1,0,none,3
"Gold futures hold steady, eyes on U.S. data",0,1,0,0,1,0,neutral,0
government hikes import duty on gold; etfs to park some holdings with banks,0,0,0,0,1,0,none,3
"gold inches higher on data, stimulus hopes",1,0,0,0,1,0,positive,2
"Gold jumps to Rs 30,450; silver recaptures Rs 41K-mark",1,0,0,1,1,0,positive,2
"gold climbs on global cues; silver tops rs 46,000 mark",1,0,0,1,1,0,positive,2
gold futures extend losses to a second session,0,0,1,0,1,0,negative,1
gold prices gain slightly in asia as markets await demand cues,1,0,0,0,1,0,positive,2
"Gold's glitter remains, despite the price rise",0,1,0,0,1,0,neutral,0
london clearing : five banks open up trillion dollar gold club,0,0,0,1,1,0,none,3
"gold futures turn higher, up 0.2%",1,0,0,0,1,0,positive,2
Gold prices hold steady as investors wait for Fed minutes,0,1,0,0,1,0,neutral,0
"in the seconds before jobs report, e-mini futures jumped, gold futures oscillated 'wildly': nanex",0,0,0,0,1,0,none,3
gold eyes biggest weekly gain in months on cyprus woes,1,0,0,0,1,0,positive,2
gold rate today: track gold price in india,0,0,0,0,1,0,none,3
This gold play's breakout looks enticing as Trump swats at the dollar,0,0,0,1,1,0,none,3
india gold seen falling further,0,0,1,0,1,0,negative,1
gold futures erase most losses to trade down $2.60,0,0,1,0,1,0,negative,1
gold looks strong at current levels: karvy,1,0,0,0,0,1,positive,2
Gold prices mark fifth decline in six sessions,0,0,1,0,1,0,negative,1
"gold prices end lower after failed run at $1,300",0,0,1,0,1,0,negative,1
"Gold, silver dip further on weak global cues",0,0,1,1,1,0,negative,1
gold prices gain in asia as trump travel policy noted,1,0,0,0,1,0,positive,2
"aug. gold gains $18.20, or 1.3%, to $1,410/oz",1,0,0,0,1,0,positive,2
"June gold futures up $6.20, or 0.5%, to $1,234.90 an ounce",1,0,0,0,1,0,positive,2
"gold futures up $12.20 at $1,212.40 an ounce",1,0,0,0,1,0,positive,2
Gold: Customs duty hike a revenue measure,0,0,0,0,1,0,none,3
gold closes slightly lower as dollar's jump outweighs turkey contagion fear,0,0,1,0,1,0,negative,1
"Gold settles down $1.30, or 0.1%, at $1,176.50 an ounce",0,0,1,0,1,0,negative,1
commonweath bank cuts fy13 gold price view by 3%,0,0,0,0,1,0,none,3
Gold prices to trade sideways today: Angel Commodities,0,1,0,0,0,1,neutral,0
state street : fed rate hikes next year won't be enough to unsettle gold prices,0,0,0,0,0,1,none,3
"Gold may consolidate, move higher",1,0,0,0,1,0,positive,2
"gold, copper rise after strong chinese data",1,0,0,1,1,0,positive,2
"gold, silver down in early trade",0,0,1,1,1,0,negative,1
Gold prices gain in Asia as investors eye last-minute Greece debt talks,1,0,0,0,1,0,positive,2
October trade deficit widens to $ 17.13 billion despite decline in gold imports,0,0,1,0,1,0,negative,1
gold scores gain to start week ahead of fed rate decision,1,0,0,0,1,0,positive,2
"Gold Fields swings to profit, lifts dividend",0,0,0,0,1,0,none,3
gold imports likely to fall on lower inflation: rajan,0,0,1,0,1,0,negative,1
"gold futures up $11.40 at $1,198.70 an ounce",1,0,0,0,1,0,positive,2
Gold taps intraday highs as U.S. Dollar Index drops to day's lows,1,0,0,1,1,0,positive,2
gold prices dip in asia with focus on upcoming u.s. jobs data,0,0,1,0,1,0,negative,1
"dec gold closes at $399.40/oz, down $3.10 for the day",0,0,1,0,1,0,negative,1
randgold gold output up 24% on year,1,0,0,0,1,0,positive,2
"gold ends lower; silver, copper gain",0,0,1,1,1,0,negative,1
"gold futures settle below $1,200 for the second time in a week",0,0,1,0,1,0,negative,1
"Gold prices end streak of losses, finish higher for the session",1,0,0,0,1,0,positive,2
"today's commodity basket: gold, zinc, silver, copper",0,0,0,1,1,0,none,3
silver's discount to gold is the biggest since the 1990s,0,0,0,0,1,0,none,3
"Gold futures down at Rs 30,383 per 10 gm",0,0,1,0,1,0,negative,1
Gold sinks after payrolls report shows a strong July gain,0,0,1,0,1,0,negative,1
commodities - gold prices regain ground on north korean threats,1,0,0,0,1,0,positive,2
eldorado gold downgraded to neutral from outperform at credit suisse,0,0,1,0,1,0,negative,1
gold prices edge down as dollar steadies,0,0,1,1,1,0,negative,1
"spot gold quoted at $421.30, down 40c from new york",0,0,1,0,1,0,negative,1
"gold down on dollar firmness, oil range-bound, copper steady",0,0,1,1,1,0,negative,1
Gold settles at 2-month high amid geopolitical tensions,1,0,0,0,1,0,positive,2
gold buying gains pace as prices move south,1,0,0,0,1,0,positive,2
nymex gold ends with a $2 loss,0,0,1,0,1,0,negative,1
"gold climbs, but remains below $1,730/oz",1,0,0,0,1,0,positive,2
"Antofagasta gold, copper production rises",0,0,0,1,1,0,none,3
"gold pinned at 2018 lows, draws scant trade-linked haven demand",0,0,0,0,1,0,none,3
feb gold up 60c at $423.60/oz in ny,1,0,0,0,1,0,positive,2
canadian markets close down; gold stocks hold slight gain,1,0,0,0,1,0,positive,2
gold declines first time in three days before eu summit,0,0,1,0,1,0,negative,1
december gold down $4.50 at $734.40 an ounce on nymex,0,0,1,0,1,0,negative,1
gold contrarians say it's time to start buying,1,0,0,0,0,1,positive,2
Commodities - Gold Prices Hold Steady Ahead of U.S. Inflation Data,0,1,0,0,1,0,neutral,0
gold price chart: find all the latest gold rate chart and news,0,0,0,0,1,0,none,3
"Gold drops $14.70, or 1.1%, to $1,301.70 an ounce",0,0,1,0,1,0,negative,1
"us stocks pushing modestly higher amid treasury, gold buying",0,0,0,0,1,0,none,3
"august gold down 0.2% at $1,221.10/oz.",0,0,1,0,1,0,negative,1
gold prices steady in early asia ahead of light data day in the region,0,1,0,0,1,0,neutral,0
Silver slumps by Rs 655/kg on heavy selling; gold eases,0,1,0,1,1,0,neutral,0
"gold futures up 0.6% on day, climbs 4.2% on week",1,0,0,0,1,0,positive,2
geojit comtrade`s 6 trading strategies on gold,0,0,0,0,1,0,none,3
gold futures retreat; market awaits spain bailout,0,0,1,0,1,0,negative,1
gold futures give back more than half of the gains seen a day earlier,1,0,0,0,1,0,positive,2
gold adds to slight decline after economic reports,0,0,1,0,1,0,negative,1
"Gold settles lower, builds on a weekly loss",0,0,1,0,1,0,negative,1
gold down $1 at $587 in the early going,0,0,1,0,1,0,negative,1
us scrap gold prices continue to decline in line with comex gold,0,0,1,0,1,0,negative,1
Gold prices gain in Asia as geopolitical events point to volatility,1,0,0,0,1,0,positive,2
Gold prices get post-settlement boost after Fed minutes,1,0,0,0,1,0,positive,2
Gold edges lower as dollar gain on Fed interest rate expectations,0,0,1,1,1,0,negative,1
"oil drops 1.3% after housing data, gold holds",0,0,1,1,1,0,negative,1
"gold at $1,670.50, near day's intraday record",1,0,0,0,1,0,positive,2
"gold slips below rs 30,000 on weak global cues, muted demand",0,0,1,0,1,0,negative,1
"india : gst, other such policies to boost gold demand, says world gold council",0,0,0,0,1,0,none,3
"gold holds above $1,300 but firm dollar weighs",0,1,0,1,1,0,neutral,0
"august gold gains $11.70, or 0.9%, to $1,253.40/oz",1,0,0,0,1,0,positive,2
Gold futures decline 0.97% on global cues,0,0,1,0,1,0,negative,1
